Project ID,Project Name,Voluntary Registry,"ARB 
Project",Voluntary Status,Scope, Type,Reduction / Removal,Methodology / Protocol,Region,Country,State,Project Site Location,Project Developer,"Total Credits 
Issued","Total Credits 
Retired",Total Credits Remaining,"Total Buffer 
Pool Deposits",Reversals Covered by Buffer Pool,Reversals Not Covered by Buffer,First Year of Project
ACR153,"Truck Stop Electrification, Oregon",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,United States,OREGON,Oregon,IdleAir,5583,4054,1529,0,,,2007.0
ACR154,"Truck Stop Electrification, Pennsylvania",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,United States,PENNSYLVANIA,Pennsylvania,IdleAir,24818,22418,2400,0,,,2006.0
ACR155,"Truck Stop Electrification, South Carolina",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,United States,SOUTH CAROLINA,South Carolina,IdleAir,5329,3528,1801,0,,,2004.0
ACR156,"Truck Stop Electrification, Tennessee",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,United States,TENNESSEE,Tennessee,IdleAir,19418,12223,7195,0,,,2003.0
ACR157,"Truck Stop Electrification, Texas",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,United States,TEXAS,Texas,IdleAir,85912,81956,3956,0,,,2005.0
ACR158,"Truck Stop Electrification, Utah",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,United States,UTAH,Utah,IdleAir,3499,3499,0,0,,,2007.0
ACR159,"Truck Stop Electrification, West Virginia",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emissions Reductions though Anti-Idling Technologies,North America,United States,WEST VIRGINIA,West Virginia,IdleAir,2551,1735,816,0,,,2006.0
ACR160,Tyson Wastewater Treatment,ACR,No,Completed,Waste Management,Methane Recovery in Wastewater,Reduction,Emission reductions through wastewater treatment,North America,United States,TEXAS,"Amarillo, TX; Joslin, IL; Lexington, NE; Storm Lake, IA",Blue Source,100000,0,100000,0,,,2008.0
ACR161,Upper Rock LFG to Energy,ACR,No,Completed,Waste Management,Landfill Methane,Reduction,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",North America,United States,ILLINOIS,East Moline,Biogas Energy Solutions,184632,159403,25229,0,,,2006.0
ACR162,International Paper,ACR,No,Completed,Industrial & Commercial,Energy Efficiency,Reduction,"Monitoring, Reporting and Verification Protocol for Cogeneration",North America,United States,MAINE,"Bucksport, ME",Blue Source,439035,139035,300000,0,,,2003.0
ACR163,Des Plaines LFG to Energy,ACR,No,Completed,Waste Management,Landfill Methane,Reduction,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",North America,United States,ILLINOIS,"Cook County, IL",Sexton Energy,115875,115875,0,0,,,2003.0
ACR164,DANC,ACR,No,Completed,Waste Management,Landfill Methane,Reduction,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",North America,United States,NEW YORK,"Rodman, NY",Environmental Capital LLC,476553,359342,117211,0,,,2003.0
ACR165,Malhas Menegotti Industria Textil Fuel Switch,ACR,No,Completed,Industrial & Commercial,Fuel Switching,Reduction,AMS-I.C.: Thermal energy production with or without electricity,South America,Brazil,SC,"Jaraguá do Sul, Santa Catarina, Brazil",Malhas Menegotti Industria Textil Ltda.,253991,231891,22100,0,,,2013.0
ACR167,Nitrogen Oxide Abatement at the DuPont Sabine River Works Adipic Acid Facility,ACR,No,Completed,Chemical Processes,N2O Destruction in Adipic Acid Production,Reduction,Nitrous Oxide Abatement Protocol,North America,United States,TEXAS,"Orange, TX",DuPont,125000,0,125000,0,,,2001.0
ACR168,Angeles National Forest Carbon Demonstration Project,ACR,No,Listed,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0001,North America,United States,CALIFORNIA,Angeles National Forest - Santa Clara and Mojave Rivers Ranger Districts,National Forest Foundation,0,0,0,0,,,
ACR170,ECC ODS Destruction 2012,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,ARKANSAS,El Dorado,Environmental Credit Corp.,306517,306517,0,0,,,2012.0
ACR171,Nitrous Oxide Reduction in Corn,ACR,No,Completed,Agriculture,Nitrogen Management,Reduction,N2O Emission Reductions through Reduced Use of Fertilizer on Agricultural Crops,North America,United States,MICHIGAN,Reese,Delta Institute,2,2,0,0,,,2011.0
ACR172,EOS ARB ODS 2013-2,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,ARKANSAS,El Dorado,EOS Climate Inc,55996,55996,0,0,,,2013.0
ACR173,Round Valley Indian Tribes Improved Forest Management Project,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,CALIFORNIA,Mendocino County,Round Valley Indian Tribes,513385,402511,110874,84272,,,2013.0
ACR174,Blue Source - Bishop Improved Forest Management Project,ACR,No,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,MICHIGAN,Upper Peninsula MI,Heartwood Forestland Fund IV,0,0,0,0,,,
ACR175,DPC Domestic ODS Destruction Project #12,ACR,No,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,ARKANSAS,El Dorado,"Diversified Pure Chem, LLC",0,0,0,0,,,
ACR176,ECC ODS Destruction 2013,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,ARKANSAS,El Dorado,Environmental Credit Corp.,255227,254284,943,0,,,2013.0
ACR177,Monjolinho Energética S/A Hydropower Plant Project (Alzir dos Santos Antunes),ACR,No,Completed,Renewable Energy,Hydropower,Reduction,ACM0002 Consolidated baseline methodology for grid-connected electricity generation from renewable sources,South America,Brazil,Rio Grande do Sul,Faxinalzinho and Nonoai,Statkraft Energias Renováveis S.A.,673609,41066,632543,0,,,2009.0
ACR178,EOS ARB ODS 2013-4,ACR,No,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,ARKANSAS,El Dorado,EOS Climate Inc,0,0,0,0,,,
ACR179,Wabashco Clean Sweep I,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,Bowling Green,"Wabashco, LLC",50600,50600,0,0,,,2013.0
ACR181,EOS ARB ODS 2013-6,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,ARKANSAS,El Dorado,EOS Climate Inc,51864,51864,0,0,,,2013.0
ACR182,Hanes Ranch Forest Carbon Project,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,CALIFORNIA,Mendocino County,Hanes Ranch Inc.,130538,116616,13922,31020,,27150.0,2013.0
ACR183,D.P.C. Domestic ODS Destruction Project #12,ACR,Early Action,Completed,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,Climate Action Reserve U.S. Ozone Depleting Substances Project Protocol,North America,United States,ARKANSAS,El Dorado,"Diversified Pure Chem, LLC",38517,38517,0,0,,,2013.0
ACR184,EOS ACR 2013,ACR,Early Action,Completed,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,Climate Action Reserve U.S. Ozone Depleting Substances Project Protocol,North America,United States,ARKANSAS,El Dorado,EOS Climate Inc,249025,247234,1791,0,,,2013.0
ACR186,Devil Fire Reforestation,ACR,No,Inactive,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,Climate Action Reserve Forest Project Protocol,North America,United States,CALIFORNIA,Susanville,"W. M. Beaty & Associates, Inc.",0,0,0,0,,,
ACR187,Storrie Fire Reforestation,ACR,No,Inactive,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,Climate Action Reserve Forest Project Protocol,North America,United States,CALIFORNIA,Chester,"W. M. Beaty & Associates, Inc.",0,0,0,0,,,
ACR188,"Truck Stop Electrification, BEF",ACR,No,Completed,Transportation,Truck Stop Electrification,Reduction,Emission Reductions through Truck Stop Electrification,North America,United States,TENNESSEE,Various,IdleAir,43549,23057,20492,0,,,2010.0
ACR189,Miller Forest,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,CALIFORNIA,5 miles west of Willow Creek,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,266266,248907,17359,63286,,,2013.0
ACR190,Big Sky Dairy,ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,United States,IDAHO,"Gooding, ID","Camco Offsets I, LLC",194151,130020,64131,0,,,2013.0
ACR191,"MS Renovaveis Wind Power Complex: Mar e Terra, Areia Branca, Embuaca and  Icaraí",ACR,No,Registered,Renewable Energy,Wind,Reduction,ACM0002 Consolidated baseline methodology for grid-connected electricity generation from renewable sources,South America,Brazil,Ceará and Rio Grande do Norte,Ceará and Rio Grande do Norte States,MS RENOVÁVEIS PARTICIPAÇÕES SOCIETÁRIAS S.A.,610193,7333,602860,0,,,2015.0
ACR192,Green Assets-Brookgreen Gardens Improved Forest Management Project,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,SOUTH CAROLINA,Murrell's Inlet,Brookgreen Gardens,202207,199656,2551,47169,,,2013.0
ACR193,EOS ARB ODS 2013-7,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,ARKANSAS,El Dorado,EOS Climate Inc,84418,84418,0,0,,,2014.0
ACR195,EOS ARB ODS 2014-1,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,ARKANSAS,El Dorado,EOS Climate Inc,122080,122080,0,0,,,2014.0
ACR196,RR ACR 2013,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,Bowling Green,"RapRec Refrigerants, Inc.",56124,56124,0,0,,,2013.0
ACR197,San Juan National Forest Carbon Demonstration Project (II),ACR,No,Listed,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,Afforestation and Reforestation of Degraded Lands,North America,United States,COLORADO,San Juan National Forest,National Forest Foundation,0,0,0,0,,,
ACR198,Wabashco Clean Sweep 2,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,Bowling Green,"Wabashco, LLC",88044,88044,0,0,,,2013.0
ACR199,Finite Carbon - The Forestland Group CT Lakes,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,NEW HAMPSHIRE,Coos County,The Forestland Group LLC,2053516,1873042,180474,487968,,,2014.0
ACR200,Brush Creek,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,CALIFORNIA,6 miles northeast of Point Arena CA,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,119437,101491,17946,28410,,,2015.0
ACR202,Blue Source- Goodman Improved Forest Management Project,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,WISCONSIN,"Forest, Florence, and Marienette Counties in Wisconsin",Blue Source,847890,840560,7330,194387,,,2014.0
ACR203,2014-P5,ACR,No,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,ARKANSAS,El Dorado,EOS Climate Inc,0,0,0,0,,,
ACR204,Improvements in Vehicle Efficiency for Marten Transport,ACR,No,Completed,Transportation,Fleet Efficiency,Reduction,AMS-III.BC.: Emissions Reductions through Improved Efficiency of Vehicle Fleet,North America,United States,WISCONSIN,US (48 States),"Truckers Carbon Exchange, Inc.",207509,186757,20752,0,,,2008.0
ACR205,Emission Reductions in California Rice Management Systems,ACR,No,Completed,Agriculture,Rice Emission Reductions,Reduction,Emission Reductions in Rice Management Systems,North America,United States,CALIFORNIA,Colusa and Glenn Counties in California’s Sacramento Valley.,Terra Global Capital,202,202,0,0,,,2012.0
ACR206,2014-P4,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,ARKANSAS,El Dorado,EOS Climate Inc,71825,71825,0,0,,,2014.0
ACR207,Improvements in Vehicle Efficiency for Crete Carrier Corp,ACR,No,Completed,Transportation,Fleet Efficiency,Reduction,AMS-III.BC.: Emissions Reductions through Improved Efficiency of Vehicle Fleet,North America,United States,NEBRASKA,Us (48 States),"Truckers Carbon Exchange, Inc.",267128,229444,37684,0,,,2008.0
ACR208,RR ACR 2014,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,Bowling Green,"RapRec Refrigerants, Inc.",315794,315794,0,0,,,2014.0
ACR209,Finite Carbon - Weyerhaeuser Company IFM 1,ACR,No,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,ALABAMA,Mississippi & Alabama,Weyerhaeuser Company,0,0,0,0,,,
ACR210,Huron Mountain Club Forest Carbon Project,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,MICHIGAN,"Marquette County, Michigan",Huron Mountain Club,1099667,1099167,500,243063,,,2016.0
ACR211,White Mountain Apache Tribe Forest Carbon Project,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,ARIZONA,White River,White Mountain Apache Tribe,4220729,3534183,686546,691669,,,2014.0
ACR212,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,United States,MINNESOTA,70mile radius of Grand Rapids,245,1387888,1225768,162120,322125,,,2011.0
ACR213,EOS ACR 213,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,ARKANSAS,El Dorado,EOS Climate Inc,127664,127664,0,0,,,2015.0
ACR214,EOS ACR 214,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,ARKANSAS,El Dorado,EOS Climate Inc,145580,145580,0,0,,,2015.0
ACR215,Açu Renewable Energy Project,ACR,No,Canceled,Renewable Energy,Biomass,Reduction,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,South America,Brazil,State of Rio Grande do Norte,"Açu region (municipalities of Açu, Afonso Bezerra, Alto do Rodrigues, Carnaubais, Ipanguaçu, Itajá, Macau, Pendências, Porto do Mangue).",Sustainable Carbon - Projetos Ambientais Ltda.,0,0,0,0,,,
ACR216,Renewable Energy Project in the State of Ceará,ACR,No,Canceled,Renewable Energy,Biomass,Reduction,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,South America,Brazil,State of Ceará,"Municipalities of Aracati, Aquiraz, Caucaia, Crato, Itapipoca, and Milagres",Sustainable Carbon - Projetos Ambientais Ltda.,0,0,0,0,,,
ACR217,São Luís Renewable Energy Project,ACR,No,Canceled,Renewable Energy,Biomass,Reduction,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,South America,Brazil,State of Maranhão,"Municipalities of Bacabeira, Itapecuru Mirim, Matinha, Rosário, Santa Luzia, and São Luís",Sustainable Carbon - Projetos Ambientais Ltda.,0,0,0,0,,,
ACR218,Seridó Renewable Energy Project,ACR,No,Canceled,Renewable Energy,Biomass,Reduction,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,South America,Brazil,States of Paraíba and Rio Grande do Norte,"Seridó region, located in the northeast of Brazil",Sustainable Carbon - Projetos Ambientais Ltda.,0,0,0,0,,,
ACR219,Low Carbon Agriculture: Composting Project in Brazil,ACR,No,Canceled,Waste Management,Composting,Reduction,ACM0010 Consolidated baseline methodology for GHG emission reductions from manure management systems,South America,Brazil,"States of PR, SC, and RS","The project location is within the swine producing region of Brazil, in the west of the States of Paraná, Santa Catarina, and Rio Grande do Sul, which are located in the south of the country.",Sustainable Carbon - Projetos Ambientais Ltda.,0,0,0,0,,,
ACR220,Araripina Renewable Energy Project,ACR,No,Canceled,Renewable Energy,Biomass,Reduction,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,South America,Brazil,State of Pernambuco,"Araripina region (municipalities of Araripina, Ouricuri, Trindade, Ipubi, and Bodocó)",Sustainable Carbon - Projetos Ambientais Ltda.,0,0,0,0,,,
ACR221,Wabashco Clean Sweep 3,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,Bowling Green,"Wabashco, LLC",112378,112378,0,0,,,2014.0
ACR222,Prairie Pothole Avoided Conversion of Grasslands and Shrublands,ACR,No,Registered,Forestry & Land Use,Avoided Grassland Conversion,Reduction,Avoided Conversion of Grasslands and Shrublands to Crop Production,North America,United States,NORTH DAKOTA,Missouri Coteau,"Ducks Unlimited, Inc.",160901,128765,32136,5296,,,2010.0
ACR223,Transformer Oil Reclamation Project,ACR,No,Registered,Industrial & Commercial,Oil Recycling,Reduction,Reduction in Emissions from the Recycling of Transformer Oil,North America,United States,OHIO,"2021 Steinway Blvd S.E, Canton, OH",253,357375,282451,74924,0,,,2008.0
ACR224,"SANTOS ENERGIA WIND POWER COMPLEX: SANTO ANTÔNIO DE PÁDUA, SÃO CRISTÓVÃO AND SÃO JORGE",ACR,No,Registered,Renewable Energy,Wind,Reduction,ACM0002 Consolidated baseline methodology for grid-connected electricity generation from renewable sources,South America,Brazil,Ceará,Trairí,SANTOS ENERGIA PARTICIPAÇÕES S.A.,468053,0,468053,0,,,2015.0
ACR225,Wabashco Clean Sweep 4,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,Bowling Green,"Wabashco, LLC",110003,110003,0,0,,,2015.0
ACR226,Marshall County VAM Abatement Project,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,United States,WEST VIRGINIA,"Glen Easton, WV  26039","NextEra Energy Marketing, LLC",1620281,1094000,526281,0,,,2014.0
ACR227,RR ACR 2014 756,ACR,No,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,Bowling Green,"RapRec Refrigerants, Inc.",0,0,0,0,,,
ACR228,RR ACR 2014 758,ACR,No,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,Bowling Green,"RapRec Refrigerants, Inc.",0,0,0,0,,,
ACR229,RR ACR 2014 768,ACR,No,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,Bowling Green,"RapRec Refrigerants, Inc.",0,0,0,0,,,
ACR230,Emission Reductions in Midsouth Rice Management Systems,ACR,No,Completed,Agriculture,Rice Emission Reductions,Reduction,Emission Reductions in Rice Management Systems,North America,United States,ARKANSAS,"Prairie, McGhee, Desha, Mississippi and Craighead Counties in Arkansas, and Coahoma, Bolivar, and Washington Counties in Mississippi",Terra Global Capital,395,395,0,0,,,2013.0
ACR231,Emission Reductions in California Rice Management Systems – System 2,ACR,No,Canceled,Agriculture,Rice Emission Reductions,Reduction,Emission Reductions in Rice Management Systems,North America,United States,CALIFORNIA,"Colusa, Butte, Sutter, Placer, Glenn, Yuba and Sacramento Counties in California",Terra Global Capital,0,0,0,0,,,
ACR232,The Dry Creek Dairy Biofactory Project,ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,United States,IDAHO,Hansen,"Camco Offsets I, LLC",298204,298204,0,0,,,2015.0
ACR233,Double A Dairy,ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,United States,IDAHO,Jerome,"Camco EAM, LLC",294783,199461,95322,0,,,2015.0
ACR234,Alliance Dairy,ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,United States,FLORIDA,Trenton,"3Degrees Group, Inc.",84219,67896,16323,0,,,2015.0
ACR235,"Synergy Biogas, LLC",ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,United States,NEW YORK,Wyoming,"Camco EAM, LLC",48409,27458,20951,0,,,2015.0
ACR236,Green Meadow Farm,ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,United States,MICHIGAN,Elsie,"Camco Offsets I, LLC",19517,5816,13701,0,,,2019.0
ACR237,Blue Source - Hawthorne Ten Mile Watershed Improved Forest Management Project,ACR,No,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,CALIFORNIA,CA,Blue Source,0,0,0,0,,,
ACR238,Willet Dairy,ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,United States,NEW YORK,King Ferry,"Camco Offsets I, LLC",114740,64129,50611,0,,,2015.0
ACR239,"Edaleen Cow Power, LLC",ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,United States,WASHINGTON,Lynden,"Camco Offsets I, LLC",40091,38301,1790,0,,,2015.0
ACR240,EOS ACR 240,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,Bowling Green,EOS Climate Inc,129700,90000,39700,0,,,2015.0
ACR241,Gardeau Crest Dairy,ACR,Compliance,,Agriculture,Manure Methane Digester,Reduction,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,United States,NEW YORK,"4326 Middle Reservation Road, Perry, NY 14530","Camco Offsets I, LLC",91842,53724,38118,0,,,2015.0
ACR242,Cambria 33 Abandoned Mine Methane Capture and Use Project,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,United States,PENNSYLVANIA,Ebensburg,Vessels Carbon Solutions,153189,130573,22616,0,,,2018.0
ACR243,Elk Creek Coal Mine Methane Destruction & Utilization Project,ACR,Compliance,,Industrial & Commercial,Mine Methane Capture,Reduction,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,United States,COLORADO,Somerset,Vessels Carbon Solutions,266263,266263,0,0,,,2016.0
ACR244,Wabashco Clean Sweep 5,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,Bowling Green,"Wabashco, LLC",57589,57589,0,0,,,2015.0
ACR245,Storrie Fire Reforestation Compliance Project,ACR,Compliance,,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,CALIFORNIA,Chester,"W. M. Beaty & Associates, Inc.",0,0,0,0,,,
ACR246,Devil Fire Reforestation Compliance Project,ACR,Compliance,,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,CALIFORNIA,Susanville,"W. M. Beaty & Associates, Inc.",0,0,0,0,,,
ACR247,Finite Carbon - The Forestland Group Chateaugay Woodlands IFM,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,NEW YORK,Owls Head,The Forestland Group LLC,677605,630062,47543,161434,,,2016.0
ACR248,Cumberland Forest Highlands IFM,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,VIRGINIA,"Wise, Dickenson, Russell, and Buchannan Counties",The Nature Conservancy,3128562,2737967,390595,745343,,,2016.0
ACR249,Finite Carbon - Lyme Wyoming IFM,ACR,Compliance,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,WEST VIRGINIA,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",The Lyme Timber Company,4901600,4179708,721892,347022,,,2015.0
ACR250,Clear Heart,ACR,No,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,CALIFORNIA,Mendocino and Sonoma Counties,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,0,0,0,0,,,
ACR251,Glasscock Island,ACR,No,,Forestry & Land Use,Improved Forest Management,Mixed,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,United States,MISSISSIPPI,Glasscock Island,Era Ecosystem Services,347614,0,347614,82794,,,2015.0
ACR252,EOS ACR 252,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,Bowling Green,EOS Climate Inc,140736,140736,0,0,,,2015.0
ACR253,EOS ACR 253,ACR,Compliance,,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,Bowling Green,EOS Climate Inc,135017,135017,0,0,,,2015.0
